time,mag
24.23033,0.8575252
24.25047,0.8575252
24.27061,0.8620336
24.29075,0.8318622
24.3109,0.8216758
24.33104,0.8216758
24.35118,0.8043308
24.37132,0.7787626
24.39146,0.7639813
24.4116,0.775062
24.43175,0.7738973
24.45189,0.7738973
24.47203,0.7813638
24.49217,0.825229
24.51231,0.8576651
24.53245,0.8624051
24.5526,0.8928866
24.57274,0.9263549
24.59288,0.9293469
24.61302,0.9436573
24.63316,0.9436573
24.6533,0.9436573
24.67344,0.9979495
24.69359,1.088786
24.71373,1.114411
24.73387,1.102752
24.75401,1.132857
24.77415,1.205474
24.79429,1.234047
24.81444,1.196769
24.83458,1.196769
24.85472,1.160014
24.87486,1.169994
24.895,1.183062
24.91514,1.20169
24.93529,1.225503
24.95543,1.225503
24.97557,1.239495
24.99571,1.220696
25.01585,1.207613
25.03599,1.207613
25.05614,1.207584
25.07628,1.182732
25.09642,1.170287
25.11656,1.212936
25.1367,1.264525
25.15684,1.292363
25.17698,1.310384
25.19713,1.329766
25.21727,1.329766
25.23741,1.312966
25.25755,1.279995
25.27769,1.279995
25.29783,1.276092
25.31798,1.285105
25.33812,1.266891
25.35826,1.235684
25.3784,1.208534
25.39854,1.188235
25.41868,1.188235
25.43883,1.159581
25.45897,1.139016
25.47911,1.105172
25.49925,1.073234
25.51939,1.068758
25.53953,1.070234
25.55968,1.030187
25.57982,0.9703669
25.59996,0.9703669
25.6201,0.9703669
25.64024,0.9330451
25.66038,0.9131345
25.68052,0.8914379
25.70067,0.8475431
25.72081,0.8070112
25.74095,0.7748275
25.76109,0.7383436
25.78123,0.7176944
25.80137,0.7176944
25.82152,0.6742908
25.84166,0.6394772
25.8618,0.6209692
25.88194,0.6348971
25.90208,0.6348971
25.92222,0.6783028
25.94237,0.70825
25.96251,0.731581
25.98265,0.70825
26.00279,0.731581
26.02293,0.8005092
26.04307,0.8005092
26.06322,0.8848655
26.08336,0.9741916
26.1035,1.014516
26.12364,1.019112
26.14378,1.038506
26.16392,1.018763
26.18406,0.974325
26.20421,0.9868295
26.22435,0.9868295
26.24449,0.9868295
26.26463,1.031666
26.28477,1.013191
26.30491,1.051773
26.32506,1.08524
26.3452,1.052209
26.36534,1.052209
26.38548,1.035573
26.40562,1.041189
26.42576,1.052278
26.44591,1.052278
26.46605,1.081537
26.48619,1.094053
26.50633,1.107172
26.52647,1.115233
26.54661,1.123331
26.56676,1.116934
26.5869,1.116934
26.60704,1.130772
26.62718,1.148114
26.64732,1.130772
26.66746,1.148114
26.6876,1.130772
26.70775,1.148114
26.72789,1.136812
26.74803,1.139143
26.76817,1.168215
26.78831,1.139143
26.80845,1.168215
26.8286,1.207813
26.84874,1.228977
26.86888,1.253769
26.88902,1.290927
26.90916,1.301014
26.9293,1.301014
26.94945,1.291133
26.96959,1.303661
26.98973,1.315706
27.00987,1.309361
27.03001,1.297391
27.05015,1.288447
27.0703,1.288447
27.09044,1.271356
27.11058,1.237477
27.13072,1.237477
27.15086,1.202055
27.171,1.167857
27.19114,1.121241
27.21129,1.0842
27.23143,1.077125
27.25157,1.093016
27.27171,1.067218
27.29185,1.009264
27.31199,0.9885755
27.33214,0.9885755
27.35228,0.9998579
27.37242,0.9998579
27.39256,0.9828384
27.4127,0.9677802
27.43284,0.9502862
27.45299,0.9024288
27.47313,0.8492352
27.49327,0.8237625
27.51341,0.8089345
27.53355,0.8089345
27.55369,0.7935585
27.57384,0.7933573
27.59398,0.7884345
27.61412,0.7685341
27.63426,0.7756346
27.6544,0.8337043
27.67454,0.8990142
27.69468,0.8990142
27.71483,0.9155767
27.73497,0.8891621
27.75511,0.8709303
27.77525,0.8709303
27.79539,0.8824868
27.81553,0.907079
27.83568,0.906304
27.85582,0.8821047
27.87596,0.8636101
27.8961,0.8751482
27.91624,0.8751482
27.93638,0.8951836
27.95653,0.913701
27.97667,0.9363973
27.99681,0.958839
28.01695,0.958839
28.03709,0.9646122
28.05723,0.9655887
28.07738,0.9785953
28.09752,0.9929649
28.11766,0.9929649
28.1378,1.014146
28.15794,1.036569
28.17808,1.050405
28.19823,1.052942
28.21837,1.067647
28.23851,1.094231
28.25865,1.120779
28.27879,1.15155
28.29893,1.15155
28.31907,1.172484
28.33922,1.190087
28.35936,1.190087
28.3795,1.222747
28.39964,1.257004
28.41978,1.222747
28.43992,1.257004
28.46007,1.277801
28.48021,1.285945
28.50035,1.298525
28.52049,1.298294
28.54063,1.298294
28.56077,1.287593
28.58092,1.28356
28.60106,1.290926
28.6212,1.297338
28.64134,1.289343
28.66148,1.274603
28.68162,1.25797
28.70177,1.234271
28.72191,1.234271
28.74205,1.234271
28.76219,1.213956
28.78233,1.206132
28.80247,1.203505
28.82261,1.195451
28.84276,1.176003
28.8629,1.128843
28.88304,1.072903
28.90318,1.02784
28.92332,1.02784
28.94346,1.023613
28.96361,0.9991912
28.98375,0.9676753
29.00389,0.9383092
29.02403,0.9287731
29.04417,0.9287731
29.06431,0.9075231
29.08446,0.8767926
29.1046,0.8519834
29.12474,0.8519834
29.14488,0.8306693
29.16502,0.8014036
29.18516,0.7809833
29.20531,0.7809833
29.22545,0.7924804
29.24559,0.7982618
29.26573,0.7832615
29.28587,0.7756377
29.30601,0.7847738
29.32615,0.7847738
29.3463,0.8316996
29.36644,0.8513106
29.38658,0.8513106
29.40672,0.8362461
29.42686,0.8386765
29.447,0.848034
29.46715,0.8342849
29.48729,0.8475206
29.50743,0.89305
29.52757,0.89305
29.54771,0.9096189
29.56785,0.9120221
29.588,0.9303864
29.60814,0.9271993
29.62828,0.9292328
29.64842,0.950177
29.66856,0.9634055
29.6887,0.9935263
29.70885,0.9935263
29.72899,0.9935263
29.74913,1.013248
29.76927,1.044788
29.78941,1.013248
29.80955,1.044788
29.82969,1.071841
29.84984,1.099468
29.86998,1.109866
29.89012,1.101714
29.91026,1.102734
29.9304,1.100633
29.95054,1.100633
29.97069,1.108823
29.99083,1.140366
30.01097,1.179961
30.03111,1.199578
30.05125,1.214112
30.07139,1.221822
30.09154,1.221849
30.11168,1.221849
30.13182,1.236597
30.15196,1.236597
30.1721,1.255223
30.19224,1.312032
30.21239,1.339328
30.23253,1.344312
30.25267,1.371529
30.27281,1.399779
30.29295,1.400923
30.31309,1.383715
30.33323,1.383715
30.35338,1.328954
30.37352,1.278552
30.39366,1.242732
30.4138,1.203073
30.43394,1.203073
30.45408,1.167429
30.47423,1.125993
30.49437,1.080835
30.51451,1.044214
30.53465,1.044214
30.55479,1.004439
30.57493,0.9768595
30.59508,0.9507908
30.61522,0.926609
30.63536,0.9118882
30.6555,0.9037526
30.67564,0.922534
30.69578,0.9411063
30.71593,0.9411063
30.73607,0.9140291
30.75621,0.9140291
30.77635,0.8868774
30.79649,0.8579506
30.81663,0.840313
30.83677,0.8381321
30.85692,0.8266162
30.87706,0.8262445
30.8972,0.8389268
30.91734,0.8389268
30.93748,0.842957
30.95762,0.8387375
30.97777,0.8430139
30.99791,0.8482971
31.01805,0.8492518
31.03819,0.8492518
31.05833,0.8567458
31.07847,0.8613003
31.09862,0.8611203
31.11876,0.8611203
31.1389,0.8581712
31.15904,0.8655358
31.17918,0.8678846
31.19932,0.8401068
31.21947,0.827158
31.23961,0.8445871
31.25975,0.8643407
31.27989,0.8890093
31.30003,0.8890093
31.32017,0.9125323
31.34031,0.9397293
31.36046,0.9616008
31.3806,0.9616008
31.40074,0.9902297
31.42088,1.024896
31.44102,0.9902297
31.46116,1.024896
31.48131,1.055543
31.50145,1.092062
31.52159,1.125955
31.54173,1.155295
31.56187,1.155295
31.58201,1.158515
31.60216,1.175788
31.6223,1.21256
31.64244,1.247058
31.66258,1.272428
31.68272,1.285383
31.70286,1.289847
31.72301,1.289847
31.74315,1.289847
31.76329,1.310696
31.78343,1.337844
31.80357,1.366696
31.82371,1.364301
31.84385,1.366696
31.864,1.364301
31.88414,1.34012
31.90428,1.312497
31.92442,1.284196
31.94456,1.251447
31.9647,1.251447
31.98485,1.236516
32.00499,1.2435
32.02513,1.257291
32.04527,1.258206
32.06541,1.241497
32.08556,1.222557
32.1057,1.214399
32.12584,1.214399
32.14598,1.202489
32.16612,1.202489
32.18626,1.18704
32.20641,1.158633
32.22655,1.128386
32.24669,1.158633
32.26683,1.128386
32.28697,1.083815
32.30711,1.04684
32.32726,1.021268
32.3474,0.9939143
32.36754,0.961229
32.38768,0.961229
32.40782,0.9225199
32.42796,0.8996511
32.4481,0.9033316
32.46825,0.9033316
32.48839,0.8998548
32.50853,0.8860785
32.52867,0.8651549
32.54881,0.8860785
32.56895,0.8651549
32.5891,0.8531066
32.60924,0.8552722
32.62938,0.8552722
32.64952,0.8511079
32.66966,0.8216281
32.6898,0.7886261
32.70995,0.7715314
32.73009,0.772039
32.75023,0.772526
32.77037,0.7716795
32.79051,0.7748538
32.81065,0.7748538
32.8308,0.7706388
32.85094,0.7447625
32.87108,0.7447625
32.89122,0.7181368
32.91136,0.7063484
32.9315,0.7291371
32.95164,0.7732704
32.97179,0.8194946
32.99193,0.8508171
33.01207,0.8508171
33.03221,0.8928218
33.05235,0.9504321
33.07249,1.000541
33.09264,1.045442
33.11278,1.078452
33.13292,1.088886
33.15306,1.064797
33.1732,1.027625
33.19334,1.027625
33.21349,1.025966
33.23363,1.025966
33.25377,1.041989
33.27391,1.049217
33.29405,1.081091
33.31419,1.123037
33.33434,1.154641
33.35448,1.175826
33.37462,1.21856
33.39476,1.21856
33.4149,1.283731
33.43504,1.327123
33.45518,1.354442
33.47533,1.367305
33.49547,1.368618
33.51561,1.368618
33.53575,1.366839
33.55589,1.386234
33.57603,1.385702
33.59618,1.385702
33.61632,1.37113
33.63646,1.36336
33.6566,1.357704
33.67674,1.327952
33.69688,1.295822
33.71703,1.260523
33.73717,1.204266
33.75731,1.149136
33.77745,1.149136
33.79759,1.110707
33.81773,1.110707
33.83788,1.083182
33.85802,1.052099
33.87816,1.021664
33.8983,1.011012
33.91844,1.032761
33.93858,1.04923
33.95872,1.061156
33.97887,1.061156
33.99901,1.045614
34.01915,1.028254
34.03929,1.002793
34.05943,0.9891545
34.07957,0.9885739
34.09972,0.9799224
34.11986,0.9512239
34.14,0.9328113
34.16014,0.9328113
34.18028,0.9179434
34.20042,0.9179434
34.22057,0.9048396
34.24071,0.8926443
34.26085,0.8798996
34.28099,0.867784
34.30113,0.8624079
34.32127,0.8582034
34.34142,0.8598059
34.36156,0.8598059
34.3817,0.8478785
34.40184,0.8334273
34.42198,0.8347393
34.44212,0.8379017
34.46227,0.8268945
34.48241,0.8268945
34.50255,0.8209595
34.52269,0.8212991
34.54283,0.8209595
34.56297,0.8212991
34.58311,0.8407531
34.60326,0.8407531
34.6234,0.8576781
34.64354,0.8616892
34.66368,0.8849371
34.68382,0.9117667
34.70396,0.9245175
34.72411,0.9561381
34.74425,0.9895359
34.76439,1.005316
34.78453,1.005316
34.80467,1.02881
34.82481,1.052588
34.84496,1.052588
34.8651,1.064544
34.88524,1.067202
34.90538,1.087699
34.92552,1.140741
34.94566,1.200344
34.96581,1.212896
34.98595,1.200344
35.00609,1.212896
35.02623,1.200344
35.04637,1.212896
35.06651,1.188296
35.08665,1.188481
35.1068,1.219435
35.12694,1.255401
35.14708,1.287417
35.16722,1.308213
35.18736,1.325189
35.2075,1.339723
35.22765,1.339723
35.24779,1.339723
35.26793,1.355324
35.28807,1.35173
35.30821,1.355324
35.32835,1.35173
35.3485,1.371892
35.36864,1.406073
35.38878,1.394621
35.40892,1.350674
35.42906,1.320361
35.4492,1.29815
35.46935,1.320361
35.48949,1.29815
35.50963,1.320361
35.52977,1.29815
35.54991,1.281667
35.57005,1.266557
35.59019,1.237589
35.61034,1.20404
35.63049,1.171871
35.65064,1.171871
35.67078,1.138138
35.69093,1.097542
35.71107,1.059318
35.73121,1.059318
35.75135,1.056515
35.77149,1.061765
35.79163,1.041312
35.81178,1.002417
35.83192,0.9569073
35.85206,0.9114804
35.8722,0.8662919
35.89234,0.82248
35.91248,0.82248
35.93262,0.7808943
35.95277,0.7541091
35.97291,0.7401826
35.99305,0.7401826
36.01319,0.736716
36.03333,0.7248535
36.05347,0.7070299
36.07362,0.7018281
36.09376,0.7069459
36.1139,0.7069459
36.13404,0.7133394
36.15418,0.7246174
36.17432,0.7374461
36.19447,0.7418981
36.21461,0.741129
36.23475,0.738006
36.25489,0.7524076
36.27503,0.777858
36.29517,0.777858
36.31532,0.777858
36.33546,0.8027881
36.3556,0.8364839
36.37574,0.864051
36.39588,0.8670694
36.41602,0.8719503
36.43616,0.8928048
36.45631,0.914136
36.47645,0.9351019
36.49659,0.9351019
36.51673,0.9602441
36.53687,1.011692
36.55701,1.054805
36.57716,1.088092
36.5973,1.107063
36.61744,1.130315
36.63758,1.130315
36.65772,1.162511
36.67786,1.186881
36.69801,1.186881
36.71815,1.204198
36.73829,1.256696
36.75843,1.31009
36.77857,1.358568
36.79871,1.381068
36.81886,1.401847
36.839,1.397279
36.85914,1.369312
36.87928,1.369312
36.89942,1.351218
36.91956,1.35237
36.9397,1.393155
36.95985,1.393155
36.97999,1.416369
37.00013,1.426726
37.02027,1.437743
37.04041,1.42679
37.06055,1.420663
37.0807,1.420663
37.10084,1.375872
37.12098,1.317381
37.14112,1.287647
37.16126,1.237846
37.1814,1.171787
37.20155,1.141128
37.22169,1.103849
37.24183,1.06657
37.26197,1.06657
37.28211,1.048877
37.30225,1.048877
37.3224,1.021891
37.34254,1.004345
37.36268,0.9978564
37.38282,1.006138
37.40296,1.007359
37.4231,0.9930202
37.44324,0.9628965
37.46339,0.9628965
37.48353,0.93676
37.50367,0.9229075
37.52381,0.8979399
37.54395,0.8524684
37.56409,0.8191435
37.58424,0.807088
37.60438,0.809657
37.62452,0.809657
37.64466,0.8108077
37.6648,0.8108077
37.68494,0.7938322
37.70509,0.7790487
37.72523,0.7774611
37.74537,0.7811677
37.76551,0.7800741
37.78565,0.7813349
37.80579,0.7748125
37.82594,0.7691028
37.84608,0.7691028
37.86622,0.7783629
37.88636,0.7875161
37.9065,0.7952559
37.92664,0.7952559
37.94678,0.8031616
37.96693,0.8170789
37.98707,0.8031616
38.00721,0.8170789
38.02735,0.853413
38.04749,0.8946234
38.06763,0.9229348
38.08778,0.9229348
38.10792,0.9468733
38.12806,0.9808667
38.1482,1.000525
38.16834,1.0175
38.18848,1.055007
38.20863,1.088621
38.22877,1.101357
38.24891,1.124617
38.26905,1.124617
38.28919,1.168805
38.30933,1.204416
38.32948,1.204416
38.34962,1.213962
38.36976,1.222229
38.3899,1.247683
38.41004,1.283237
38.43018,1.310952
38.45033,1.328754
38.47047,1.328754
38.49061,1.368069
38.51075,1.422556
38.53089,1.444362
38.55103,1.434894
38.57117,1.419892
38.59132,1.395368
38.61146,1.395368
38.6316,1.390896
38.65174,1.404247
38.67188,1.390896
38.69202,1.404247
38.71217,1.390896
38.73231,1.404247
38.75245,1.387107
38.77259,1.359209
38.79273,1.348705
38.81287,1.327023
38.83302,1.303227
38.85316,1.288672
38.8733,1.267695
38.89344,1.240306
38.91358,1.240306
38.93372,1.201965
38.95387,1.15922
38.97401,1.147306
38.99415,1.12643
39.01429,1.12643
39.03443,1.099868
39.05457,1.088647
39.07471,1.054829
39.09486,1.001059
39.115,0.9484371
39.13514,0.9005826
39.15528,0.9005826
39.17542,0.8453808
39.19556,0.8066533
39.21571,0.7695055
39.23585,0.726751
39.25599,0.6878153
39.27613,0.6622295
39.29627,0.6622295
39.31641,0.664182
39.33656,0.664182
39.3567,0.6699777
39.37684,0.6838907
39.39698,0.7011793
39.41712,0.7011793
39.43726,0.7296377
39.45741,0.7555851
39.47755,0.7526512
39.49769,0.7452893
39.51783,0.7452893
39.53797,0.7876839
39.55811,0.8513967
39.57825,0.8471535
39.5984,0.8089073
39.61854,0.8009858
39.63868,0.8320858
39.65882,0.8623526
39.67896,0.8623526
39.6991,0.8649423
39.71925,0.8649423
39.73939,0.8904112
39.75953,0.9345767
39.77967,1.00361
39.79981,1.047139
39.81995,1.053654
39.8401,1.045255
39.86024,1.031511
39.88038,0.9943678
39.90052,0.9943678
39.92066,0.9921229
39.9408,1.02711
39.96095,1.04536
39.98109,1.057261
40.00123,1.096995
40.02137,1.154401
40.04151,1.204868
40.06165,1.204868
40.08179,1.269526
40.10194,1.269526
40.12208,1.328081
40.14222,1.366246
40.16236,1.381969
40.1825,1.37598
40.20264,1.367574
40.22279,1.360546
40.24293,1.381978
40.26307,1.402147
40.28321,1.402147
40.30335,1.402147
40.32349,1.440539
40.34364,1.46598
40.36378,1.47227
40.38392,1.47227
40.40406,1.445289
40.4242,1.408341
40.44434,1.372003
40.46449,1.346603
40.48463,1.315089
40.50477,1.315089
40.52491,1.296726
40.54505,1.252243
40.56519,1.195304
40.58533,1.127147
40.60548,1.065426
40.62562,1.033767
40.64576,1.029615
40.6659,1.028526
40.68604,1.028526
40.70618,1.028526
40.72633,1.039856
40.74647,1.055
40.76661,1.042041
40.78675,1.003273
40.80689,0.9688545
40.82703,0.9635248
40.84718,0.939349
40.86732,0.8859425
40.88746,0.8859425
40.9076,0.8404133
40.92774,0.8143723
40.94788,0.7734349
40.96803,0.7559586
40.98817,0.7741538
41.00831,0.7741538
41.02845,0.8039214
41.04859,0.8416304
41.06873,0.8425356
41.08887,0.8336413
41.10902,0.8336413
41.12916,0.8146812
41.1493,0.7820452
41.16944,0.7495515
41.18958,0.7387294
41.20972,0.7483368
41.22987,0.756665
41.25001,0.7765663
41.27015,0.7765663
41.29029,0.8108246
41.31043,0.8255355
41.33057,0.8371995
41.35072,0.853109
41.37086,0.853109
41.391,0.8700806
41.41114,0.8960028
41.43128,0.9419516
41.45142,0.9987701
41.47157,0.9419516
41.49171,0.9987701
41.51185,0.9419516
41.53199,0.9987701
41.55213,1.019891
41.57227,1.02843
41.59241,1.063436
41.61256,1.123342
41.6327,1.179114
41.65284,1.178773
41.67298,1.148499
41.69312,1.161915
41.71326,1.161915
41.73341,1.161915
41.75355,1.221301
41.77369,1.243198
41.79383,1.261857
41.81397,1.296252
41.83411,1.325367
41.85426,1.313307
41.8744,1.294153
41.89454,1.286916
41.91468,1.286916
41.93482,1.290539
41.95496,1.30901
41.97511,1.331534
41.99525,1.342689
42.01539,1.357598
42.03553,1.370334
42.05567,1.370334
42.07581,1.371749
42.09595,1.357321
42.1161,1.342749
42.13624,1.342749
42.15638,1.305257
42.17652,1.285063
42.19666,1.268572
42.2168,1.243914
42.23695,1.223152
42.25709,1.185999
42.27723,1.142316
42.29737,1.142316
42.31751,1.104477
42.33765,1.074485
42.3578,1.036718
42.37794,1.006247
42.39808,1.006247
42.41822,0.9800583
42.43836,0.9602931
42.4585,0.9342989
42.47865,0.8952438
42.49879,0.8952438
42.51893,0.8528203
42.53907,0.8319665
42.55921,0.8075507
42.57935,0.7892485
42.59949,0.7725638
42.61964,0.7617776
42.63978,0.7594324
42.65992,0.7530746
42.68006,0.7530746
42.7002,0.7365353
42.72034,0.7324997
42.74049,0.7385539
42.76063,0.7385539
42.78077,0.7393424
42.80091,0.7428102
42.82105,0.7495014
42.84119,0.7773079
42.86134,0.8124471
42.88148,0.7773079
42.90162,0.8124471
42.92176,0.7773079
42.9419,0.8124471
42.96204,0.8229418
42.98219,0.8047935
43.00233,0.8076568
43.02247,0.8298129
43.04261,0.8591752
43.06275,0.8892568
43.08289,0.9100934
43.10303,0.9100934
43.12318,0.9302633
43.14332,0.9302633
43.16346,0.9507677
43.1836,0.9715481
43.20374,0.9990854
43.22388,1.063697
43.24403,1.146706
43.26417,1.192595
43.28431,1.185792
43.30445,1.149935
43.32459,1.149935
43.34473,1.111199
43.36488,1.089413
43.38502,1.125171
43.40516,1.165119
43.4253,1.212749
43.44544,1.212749
43.46558,1.273081
43.48573,1.317037
43.50587,1.327962
43.52601,1.327962
43.54615,1.319978
43.56629,1.300737
43.58643,1.297043
43.60658,1.300548
43.62672,1.288572
43.64686,1.276895
43.667,1.285815
43.68714,1.322023
43.70728,1.322023
43.72742,1.347368
43.74757,1.348939
43.76771,1.348939
43.78785,1.329911
43.80799,1.287797
43.82813,1.329911
43.84827,1.287797
43.86842,1.249991
43.88856,1.235942
43.9087,1.213527
43.92884,1.180259
43.94898,1.180259
43.96912,1.143123
43.98927,1.09815
44.00941,1.041127
44.02955,0.9880952
44.04969,0.9653443
44.06983,0.9753594
44.08997,0.9808528
44.11012,0.9823744
44.13026,0.9823744
44.1504,0.9823744
44.17054,0.9898699
44.19068,0.9919062
44.21082,0.9937088
44.23096,1.002591
44.25111,1.002319
44.27125,0.9863538
44.29139,0.9962148
44.31153,0.9871087
44.33167,0.9871087
44.35181,0.9485027
44.37196,0.907213
44.3921,0.8946211
44.41224,0.9087349
44.43238,0.9505305
44.45252,0.9586437
44.47266,0.9266914
44.49281,0.9458945
44.51295,0.9458945
44.53309,0.9458945
44.55323,0.9922194
44.57337,0.942546
44.59351,0.9067719
44.61366,0.8507965
44.6338,0.8037549
44.65394,0.7636553
44.67408,0.7302859
44.69422,0.7302859
44.71436,0.664605
44.7345,0.6513258
44.75465,0.6412984
44.77479,0.6387763
44.79493,0.6387763
44.81507,0.678607
44.83521,0.7551677
44.85535,0.8313149
44.8755,0.8632379
44.89564,0.8632379
44.91578,0.8651671
44.93592,0.9062064
44.95606,1.008958
44.9762,1.113177
44.99635,1.1866
45.01649,1.235058
45.03663,1.276014
45.05677,1.295564
45.07691,1.295564
45.09705,1.348241
45.1172,1.375795
45.13734,1.375795
45.15748,1.37056
45.17762,1.369952
45.19776,1.37056
45.2179,1.369952
45.23804,1.415587
45.25819,1.433495
45.27833,1.404522
45.29847,1.386525
45.31861,1.386525
45.33875,1.38305
45.35889,1.385219
45.37904,1.405058
45.39918,1.413632
45.41932,1.398323
45.43946,1.386447
45.4596,1.383539
45.47974,1.383539
45.49989,1.361924
45.52003,1.210119
45.54017,1.174625
45.56031,1.174625
45.58045,1.199891
45.60059,1.234537
45.62074,1.255719
45.64088,1.287177
45.66102,1.235683
45.68116,1.135746
45.7013,1.135746
45.72144,1.081925
45.74158,1.064893
45.76173,1.04432
45.78187,1.034775
45.80201,1.023291
45.82215,0.9733632
45.84229,0.9136912
45.86243,0.9136912
45.88258,0.8974619
45.90272,0.9283305
45.92286,0.9283305
45.943,0.9423594
45.96314,0.9421886
45.98328,0.9441952
46.00343,0.9037348
46.02357,0.8525067
46.04371,0.857289
46.06385,0.8631322
46.08399,0.8631322
46.10413,0.8361142
46.12428,0.8243121
46.14442,0.8243121
46.16456,0.8265767
46.1847,0.8481321
46.20484,0.8265767
46.22498,0.8481321
46.24512,0.8725029
46.26527,0.8705133
46.28541,0.8846927
46.30555,0.9242718
46.32569,0.9242718
46.34583,0.8940887
46.36597,0.8658499
46.38612,0.8573505
46.40626,0.8208145
46.4264,0.8327786
46.44654,0.8885214
46.46668,0.9391851
46.48682,0.9796987
46.50697,0.9796987
46.52711,1.030242
46.54725,1.030242
46.56739,1.062273
46.58753,1.034408
46.60767,0.9741426
46.62782,0.9308218
46.64796,0.9741426
46.6681,0.9308218
46.68824,0.8939086
46.70838,0.8272983
46.72852,0.7602671
46.74866,0.7602671
46.76881,0.7213112
46.78895,0.6747996
46.80909,0.7129832
46.82923,0.8601614
46.84937,1.129307
46.86951,1.398557
46.88966,1.398557
46.9098,1.512249
46.92994,1.554663
46.95008,1.554663
46.97022,1.580193
46.99036,1.64105
47.01051,1.64939
47.03065,1.692601
47.05079,1.727601
47.07093,1.746912
47.09107,1.784847
47.11121,1.827217
47.13136,1.827217
47.1515,1.776993
47.17164,1.662639
47.19178,1.664819
47.21192,1.567269
47.23206,1.567269
47.2522,1.490282
47.27235,1.455725
47.29249,1.437156
47.31263,1.455725
47.33277,1.437156
47.35291,1.435669
47.37305,1.435669
47.3932,1.382252
47.41334,1.335148
47.43348,1.308481
47.45362,1.227492
47.47376,1.092201
47.4939,1.017297
47.51405,0.9597917
47.53419,0.8685248
47.55433,0.8685248
47.57447,0.7576363
47.59461,0.7527917
47.61475,0.7527917
47.6349,0.6680718
47.65504,0.6243821
47.67518,0.6203364
47.69532,0.6254923
47.71546,0.6104758
47.7356,0.5848734
47.75574,0.5848734
47.77589,0.6003707
47.79603,0.6207619
47.81617,0.6003707
47.83631,0.6207619
47.85645,0.6400092
47.87659,0.6363506
47.89674,0.6514095
47.91688,0.6869643
47.93702,0.7076474
47.95716,0.7298275
47.9773,0.7298275
47.99744,0.7592037
48.01759,0.7619088
48.03773,0.7637007
48.05787,0.7760761
48.07801,0.7791445
48.09817,0.7782111
48.11831,0.7557223
48.13845,0.7557223
48.15859,0.7411278
48.17873,0.7526535
48.19888,0.7526535
48.21902,0.7750227
48.23916,0.8003846
48.2593,0.8350272
48.27944,0.898537
48.29958,0.9610813
48.31973,0.9464974
48.33987,1.023776
48.36001,1.023776
48.38015,1.325706
48.40029,1.586313
48.42043,1.546985
48.44057,1.451061
48.46072,1.508855
48.48086,1.662332
